date,hour,route,distance_km,delay_minutes
2024-06-03,12,C-D,72.68,0.6
2024-07-24,6,A-B,29.58,1.4
2024-04-06,20,B-D,19.42,-1.2
2024-02-29,19,B-D,70.94,2.0
2024-11-26,20,A-D,91.11,-3.8
2024-06-17,8,B-D,38.61,9.9
2024-08-23,20,B-D,15.9,-5
2024-12-22,9,C-D,37.9,-2.9
2024-04-06,22,A-D,51.99,14.9
2024-05-14,15,B-C,27.99,4.9
2024-01-26,23,A-C,39.35,16.0
2024-02-07,3,C-D,16.81,-2.6
2024-08-28,14,B-D,16.36,-5
2024-10-27,2,B-D,94.09,-0.4
2024-12-27,3,A-D,27.24,8.0
2024-01-09,7,A-C,39.07,7.1
2024-02-16,3,C-D,53.7,5.3
2024-10-30,1,A-B,29.6,-5
2024-12-17,20,B-D,21.78,7.8
2024-10-03,10,B-D,27.32,-1.0
2024-01-07,16,B-C,25.46,4.2
2024-07-24,5,B-D,90.82,-1.9
2024-09-20,10,C-D,16.62,-4.7
2024-12-12,15,A-C,53.6,-3.4
2024-02-29,10,B-D,14.56,10.3
2024-05-10,3,A-B,26.02,1.4
2024-03-12,5,B-C,19.76,16.6
2024-08-10,16,A-B,71.83,-5
2024-05-28,4,B-D,51.35,16.7
2024-02-08,21,A-C,50.27,8.7
2024-07-05,13,A-B,27.79,12.4
2024-07-11,17,A-D,15.64,-3.2
2024-12-01,0,A-D,38.81,-2.9
2024-02-04,9,C-D,90.53,7.0
2024-07-14,13,A-C,93.67,-5
2024-08-06,19,C-D,91.73,-3.0
2024-11-04,10,A-B,16.85,-5
2024-11-29,4,A-D,91.39,-2.5
2024-09-27,22,A-D,90.47,-3.8
2024-06-05,19,B-C,37.43,10.9
2024-09-14,14,A-B,28.99,-3.2
2024-06-01,6,A-D,52.73,-1.2
2024-01-23,7,A-B,72.13,15.4
2024-03-22,12,A-B,91.99,20.8
2024-02-09,14,C-D,50.58,-1.7
2024-02-10,18,A-B,70.59,-5
2024-12-03,11,A-C,93.77,-5
2024-12-07,21,A-D,94.01,-5
2024-08-30,21,C-D,38.48,-1.9
2024-12-26,4,B-C,12.83,2.3
2024-08-21,4,C-D,37.72,-5
2024-08-11,23,A-B,21.16,-3.8
2024-11-25,6,A-C,93.14,-5
2024-04-04,19,B-D,39.18,5.5
2024-11-12,21,A-C,91.67,-4.5
2024-09-01,16,C-D,39.95,-5
2024-02-24,19,B-D,71.46,4.6
2024-02-11,12,B-C,21.95,5.9
2024-03-13,2,B-C,26.74,14.9
2024-04-09,10,A-D,53.97,7.9
2024-10-29,4,A-D,72.44,-5
2024-11-08,1,B-C,35.94,0.1
2024-09-16,19,B-C,12.07,-2.2
2024-06-22,10,A-D,12.9,3.9
2024-08-24,8,A-C,19.74,-5
2024-01-13,11,A-D,52.31,-5
2024-09-27,3,C-D,36.58,-5
2024-07-31,4,A-D,72.82,-5
2024-11-04,1,A-C,73.45,-4.9
2024-06-09,21,C-D,16.86,-1.5
2024-11-24,21,B-C,27.29,-5
2024-08-01,4,A-C,20.11,-5
2024-03-15,5,A-C,25.07,11.5
2024-09-05,12,A-D,93.36,-5
2024-12-16,21,A-B,36.65,1.6
2024-07-02,4,A-B,50.74,0.3
2024-06-25,21,B-D,94.47,7.5
2024-04-12,12,B-C,38.81,11.6
2024-05-22,10,C-D,54.23,15.3
2024-12-09,3,C-D,14.03,4.5
2024-07-14,19,B-D,72.22,7.3
2024-10-21,2,A-B,29.71,-0.9
2024-04-09,4,A-B,35.4,9.7
2024-04-20,19,A-B,18.06,3.6
2024-05-27,6,B-C,37.02,-3.7
2024-05-25,20,B-C,37.52,9.4
2024-05-01,13,B-C,73.54,8.4
2024-10-18,1,A-C,91.94,-4.2
2024-10-13,1,B-C,12.91,-5
2024-04-29,3,C-D,50.97,5.5
2024-11-16,6,A-D,29.02,-5
2024-11-02,21,B-C,37.32,-4.6
2024-10-16,22,A-D,51.19,-5
2024-12-09,22,A-D,72.33,2.9
2024-08-20,3,A-D,71.65,-5
2024-04-05,13,B-C,53.62,3.2
2024-12-30,15,B-D,38.4,-2.1
2024-12-09,22,B-D,37.22,0.3
2024-01-16,7,A-B,72.02,-2.8
2024-09-30,16,C-D,13.53,12.2
2024-10-17,17,B-D,12.2,-3.1
2024-05-18,16,B-D,72.33,7.8
2024-05-28,14,A-C,38.34,2.6
2024-08-04,3,A-C,13.41,-5
2024-07-05,23,B-D,25.51,-5
2024-05-11,17,B-C,14.22,5.3
2024-02-20,15,B-C,13.05,7.1
2024-07-19,23,A-D,12.2,2.3
2024-11-27,4,A-D,70.56,-5
2024-05-14,1,C-D,26.73,11.7
2024-10-09,13,B-D,26.72,0.3
2024-08-14,10,A-C,37.52,-5
2024-09-24,23,B-C,73.4,-4.6
2024-05-18,11,C-D,20.83,12.2
2024-06-23,6,C-D,16.65,-2.8
2024-10-17,12,C-D,18.7,-5
2024-11-26,20,A-D,70.23,-5
2024-12-28,10,B-C,53.86,1.5
2024-12-13,3,A-D,13.92,10.2
2024-12-09,21,B-D,52.5,-5
2024-01-24,11,A-C,91.73,-1.0
2024-03-09,0,B-D,39.88,2.8
2024-08-09,19,C-D,26.48,-5
2024-01-02,3,A-C,14.23,-5
2024-09-01,14,A-D,36.46,1.5
2024-09-02,1,B-D,28.52,-5
2024-01-31,18,C-D,21.72,5.7
2024-08-08,2,B-C,70.51,-0.7
2024-05-28,7,A-C,90.15,9.1
2024-08-28,5,A-B,72.93,-5
2024-08-25,20,C-D,52.13,-3.3
2024-06-29,10,B-D,92.36,-5
2024-04-05,21,A-B,92.34,11.6
2024-07-30,14,A-C,92.53,-3.2
2024-12-15,17,B-D,25.75,3.2
2024-11-03,1,C-D,28.61,-5
2024-02-27,16,A-B,71.66,18.4
2024-10-05,12,A-C,70.47,-5
2024-04-26,13,B-D,14.33,6.5
2024-07-04,10,A-D,18.73,-3.8
2024-03-04,18,B-D,18.95,17.3
2024-12-21,23,A-D,12.67,4.7
2024-01-25,3,C-D,70.41,1.7
2024-01-31,12,A-D,94.63,-3.3
2024-05-04,9,C-D,14.27,7.1
2024-12-16,16,A-B,36.72,-5
2024-07-11,1,A-C,94.76,-0.5
2024-10-06,13,C-D,21.24,-5
2024-03-29,15,B-D,91.44,-3.7
2024-04-16,9,B-D,93.13,12.8
2024-06-06,23,B-C,52.05,-1.1
2024-12-18,11,B-C,20.2,-0.8
2024-12-07,14,C-D,74.71,-0.4
2024-05-05,21,B-C,52.01,-0.2
2024-02-03,12,B-D,91.74,21.5
2024-08-27,20,A-B,52.16,-5
2024-04-27,4,C-D,37.59,7.4
2024-08-17,3,B-C,52.7,-5
2024-11-27,23,B-C,21.14,-5
2024-10-12,12,A-D,72.87,-2.5
2024-12-22,12,A-C,19.58,-5
2024-08-22,14,C-D,36.0,-3.2
2024-01-11,2,C-D,20.83,-5
2024-08-17,16,B-D,29.3,-5
2024-07-27,13,B-C,52.17,-2.7
2024-09-21,0,A-D,27.57,-5
2024-10-02,15,C-D,20.1,8.3
2024-10-17,21,C-D,50.52,-5
2024-10-16,21,A-C,93.87,-5
2024-05-24,8,C-D,53.88,17.3
2024-01-17,0,A-C,53.0,-1.8
2024-04-03,23,C-D,20.06,18.4
2024-03-31,7,A-D,27.02,11.8
2024-07-07,22,C-D,18.73,-5
2024-11-07,7,A-D,26.18,-5.0
2024-10-10,17,A-C,53.34,-5
2024-04-19,7,A-D,21.07,3.9
2024-10-11,21,A-D,21.57,-1.5
2024-06-14,13,A-B,22.97,0.1
2024-05-04,5,B-D,35.72,9.9
2024-05-01,0,A-D,70.09,2.2
2024-12-29,12,B-C,37.39,-4.1
2024-04-19,4,A-B,16.32,4.2
2024-08-06,11,B-D,51.11,-1.0
2024-02-06,13,A-D,91.37,-5
2024-04-08,1,A-C,20.0,14.9
2024-10-06,16,B-C,21.56,-5
2024-08-01,1,A-C,73.88,3.9
2024-04-04,21,A-C,92.72,9.8
2024-11-01,4,B-C,72.29,-5
2024-01-16,18,A-B,29.26,2.6
2024-08-01,13,A-D,18.15,-2.5
2024-03-19,11,A-C,18.79,-1.9
2024-01-16,5,A-D,72.74,-1.6
2024-08-11,13,A-D,36.66,-1.1
2024-04-20,9,B-C,16.17,15.0
2024-12-12,4,B-D,22.17,-4.2
2024-01-11,16,C-D,72.75,5.7
2024-04-18,13,B-C,93.16,12.5
2024-06-20,13,A-C,37.85,10.8
2024-05-31,22,A-B,15.55,-0.4
2024-05-06,20,A-D,39.58,4.8
2024-06-29,19,C-D,71.1,-5
2024-06-05,21,C-D,14.71,5.1
2024-01-23,3,B-D,39.25,1.7
2024-11-16,9,B-C,53.98,-5
2024-07-28,3,A-B,92.9,-5
2024-05-14,17,B-C,38.91,5.2
2024-11-04,15,A-B,74.63,-5
2024-06-27,11,A-D,14.83,4.3
2024-11-12,17,B-D,94.05,-5
2024-11-10,6,A-D,90.92,-5
2024-06-16,4,B-C,52.7,14.4
2024-07-30,1,B-D,19.23,-4.1
2024-12-12,12,C-D,22.62,-1.9
2024-10-02,11,A-D,37.95,-5
2024-07-02,9,C-D,72.94,-5
2024-09-08,8,B-D,25.15,5.9
2024-08-14,22,A-D,13.83,0.4
2024-06-21,23,C-D,15.28,6.8
2024-01-01,3,A-B,29.09,1.9
2024-04-24,20,B-D,39.16,5.5
2024-06-07,14,A-B,12.28,-5
2024-09-26,11,B-C,22.78,-5
2024-02-29,8,A-C,93.08,27.3
2024-08-23,18,B-C,36.7,-5
2024-05-18,5,B-C,27.97,4.8
2024-02-07,18,B-D,26.6,11.5
2024-10-02,3,C-D,92.25,-5
2024-10-24,14,C-D,28.38,-5
2024-05-29,21,B-C,28.54,2.8
2024-12-26,6,C-D,36.57,1.8
2024-04-20,11,C-D,16.02,-1.9
2024-04-03,17,B-D,12.96,2.8
2024-06-15,19,A-B,52.36,-4.5
2024-03-24,1,B-D,25.41,8.3
2024-04-23,13,A-B,21.41,1.7
2024-04-07,10,B-C,16.85,20.3
2024-12-24,3,C-D,21.0,2.0
2024-11-06,12,A-C,52.08,-5
2024-11-28,10,A-D,28.4,-5
2024-08-04,11,B-C,20.58,-5
2024-02-06,17,A-B,19.65,7.4
2024-09-29,13,B-D,54.9,-5
2024-10-15,12,A-B,52.41,-5
2024-11-06,11,A-B,21.48,-5
2024-03-08,2,A-B,25.16,4.9
2024-02-28,7,C-D,36.45,9.1
2024-01-12,13,B-C,73.11,9.4
2024-03-12,23,B-D,29.51,0.6
2024-07-05,1,A-D,35.6,-0.7
2024-01-27,13,B-C,36.59,17.5
2024-12-22,7,B-D,28.75,2.7
2024-09-27,8,C-D,50.73,0.3
2024-03-22,3,A-C,26.72,10.0
2024-10-12,2,A-C,15.62,-5
2024-11-11,18,A-B,92.51,-2.8
2024-05-27,0,B-D,53.05,4.1
2024-12-13,15,B-D,19.69,-5
2024-10-09,16,A-B,52.4,-5
2024-07-05,15,B-D,93.32,-5
2024-06-05,11,B-D,74.87,-5
2024-04-28,17,B-C,25.89,4.6
2024-08-09,4,B-C,92.4,-1.8
2024-10-20,2,A-B,73.94,-5
2024-01-30,1,A-C,35.19,-5
2024-09-14,13,A-B,50.36,-4.6
2024-09-16,18,B-C,72.85,-5
2024-12-23,8,B-C,20.63,-0.9
2024-06-20,2,B-C,26.12,-5
2024-08-03,0,B-D,22.44,-5
2024-04-14,12,C-D,71.14,8.6
2024-07-25,9,B-D,36.72,0.2
2024-07-11,8,A-C,13.12,2.5
2024-11-28,22,C-D,92.55,-5
2024-04-30,18,A-D,38.1,6.7
2024-06-30,2,A-C,91.67,-2.7
2024-12-20,4,A-B,70.61,-5
2024-02-27,9,B-D,92.54,4.3
2024-08-11,16,C-D,37.53,-0.2
2024-09-13,13,A-B,28.99,-5
2024-12-19,5,A-C,28.88,4.0
2024-02-05,3,A-D,29.99,7.7
2024-11-22,21,B-D,37.6,-5
2024-03-06,11,A-C,25.66,11.0
2024-03-24,7,B-D,92.92,7.3
2024-02-06,5,C-D,19.09,6.6
2024-02-02,7,B-D,72.95,5.0
2024-01-06,16,A-C,38.71,-2.4
2024-10-19,5,C-D,26.11,-5
2024-01-20,23,B-D,91.51,-0.4
2024-08-31,22,B-C,91.14,-5
2024-01-21,6,B-D,92.86,-0.8
2024-02-15,23,A-D,26.69,-5
2024-07-11,13,B-C,74.05,-4.6
2024-04-04,17,C-D,15.83,7.1
2024-11-11,9,B-D,72.6,-5
2024-05-26,4,B-C,73.99,10.9
2024-02-14,9,A-D,52.52,-1.8
2024-11-28,7,A-B,71.4,4.5
2024-11-18,8,A-B,91.66,1.1
2024-09-27,15,A-B,25.47,-5
2024-06-09,21,B-D,50.81,11.2
2024-10-05,16,B-D,26.04,1.1
2024-02-27,19,A-B,25.61,4.3
2024-08-25,20,A-C,72.35,-5
2024-05-01,13,C-D,91.97,3.8
2024-04-17,9,A-D,19.56,10.4
2024-02-23,19,B-D,72.26,12.3
2024-07-25,21,B-D,71.7,-3.7
2024-07-22,7,A-C,70.76,-5
2024-02-24,15,A-B,20.75,8.0
2024-09-14,11,B-C,70.43,-5
2024-11-10,2,B-D,22.64,-5
2024-06-24,20,A-C,54.88,5.8
2024-10-03,21,A-D,51.65,-5
2024-07-06,23,B-D,38.06,-5
2024-01-07,15,B-D,27.83,4.6
2024-02-10,16,A-D,72.57,12.0
2024-11-11,13,A-C,18.04,-5
2024-10-18,22,C-D,36.8,-5
2024-02-03,10,A-B,27.0,5.4
2024-08-11,14,A-B,20.68,-5
2024-06-13,12,B-C,25.55,-1.1
2024-02-14,3,A-D,50.88,5.0
2024-02-14,3,B-C,51.05,3.7
2024-11-03,7,A-C,70.6,2.5
2024-04-26,11,B-C,26.36,11.1
2024-04-06,9,B-C,38.16,21.0
2024-11-08,5,C-D,54.2,-2.4
2024-06-17,19,A-C,73.64,10.4
2024-03-14,17,A-D,93.95,11.0
2024-02-02,11,B-C,29.54,15.0
2024-02-14,3,B-D,38.32,5.8
2024-11-21,14,B-D,18.25,-5
2024-07-26,0,A-D,26.17,-5
2024-05-21,4,B-C,27.26,13.4
2024-07-16,9,A-D,50.14,-5
2024-02-03,11,A-D,72.08,11.4
2024-12-05,5,B-C,12.85,-4.2
2024-05-05,2,B-C,52.89,3.9
2024-09-20,10,B-C,20.9,-5
2024-02-25,19,A-B,94.61,8.5
2024-04-06,16,B-D,13.32,15.3
2024-11-24,7,A-B,92.86,6.4
2024-08-09,11,C-D,29.42,2.8
2024-07-30,1,C-D,71.94,0.7
2024-12-30,23,A-B,39.88,4.6
2024-05-03,14,A-D,16.27,10.5
2024-07-22,21,A-B,14.98,-0.6
2024-04-15,10,B-D,52.93,5.7
2024-09-16,23,B-C,93.53,-5
2024-10-28,21,A-D,18.87,-5
2024-01-29,2,A-B,50.49,14.2
2024-06-27,5,A-D,15.1,-0.4
2024-10-15,8,B-D,16.73,-5
2024-02-23,7,B-D,52.78,5.7
2024-12-05,8,A-C,53.6,-5
2024-08-07,11,A-B,73.6,-5
2024-05-10,10,A-B,16.57,7.0
2024-07-04,0,A-C,19.71,-3.3
2024-03-07,13,C-D,19.23,3.1
2024-12-18,13,A-C,20.14,-5
2024-04-20,13,A-C,71.87,1.8
2024-04-19,8,C-D,53.66,11.5
2024-05-30,15,A-C,74.96,12.2
2024-01-05,3,A-D,12.69,1.6
2024-09-12,18,A-C,13.84,-1.5
2024-12-18,20,A-B,13.37,1.5
2024-09-19,22,C-D,19.46,-5
2024-10-03,17,B-D,51.52,-5
2024-08-26,19,A-B,28.71,-5
2024-08-23,20,B-C,91.86,-1.4
2024-09-07,20,A-B,15.82,-5
2024-07-31,15,A-C,36.93,3.5
2024-08-10,21,A-C,72.11,3.6
2024-01-01,10,C-D,19.81,-5
2024-09-01,2,B-C,91.09,-3.5
2024-08-22,5,C-D,15.18,-3.0
2024-06-06,3,B-C,27.88,9.1
2024-04-21,2,A-B,51.88,0.9
2024-11-04,20,B-D,12.42,-0.2
2024-01-05,9,C-D,35.89,0.1
2024-04-08,4,A-C,70.82,10.9
2024-08-18,7,C-D,13.67,0.9
2024-02-09,2,A-D,70.7,-3.2
2024-09-03,10,A-C,72.42,-5
2024-06-15,2,A-B,14.25,-5
2024-05-23,17,C-D,38.83,-1.5
2024-02-27,23,B-D,93.66,-4.4
2024-04-11,8,A-D,74.78,-5
2024-12-27,10,A-C,15.29,-1.3
2024-02-26,17,B-D,51.38,2.5
2024-11-20,4,C-D,18.3,-0.0
2024-01-16,22,A-B,28.06,-5
2024-11-20,3,A-B,12.45,-5
2024-10-09,12,A-B,22.81,-5
2024-05-15,4,A-B,21.22,11.5
2024-08-14,23,B-D,29.29,-1.4
2024-10-27,13,B-D,20.07,-3.3
2024-10-30,0,C-D,35.58,-5
2024-10-22,23,B-C,35.06,-3.5
2024-04-23,16,A-D,20.84,-2.1
2024-11-03,19,A-C,74.49,-5
2024-08-14,6,B-C,36.96,-5
2024-05-04,5,B-D,72.72,-0.7
2024-03-14,9,A-C,73.2,6.3
2024-01-31,20,C-D,90.96,6.6
2024-09-22,10,B-C,25.21,-5
2024-04-03,15,B-D,21.49,12.2
2024-06-21,4,A-D,54.43,1.9
2024-04-28,21,B-C,27.76,13.4
2024-01-15,7,C-D,71.4,11.1
2024-09-20,23,B-D,38.48,-5
2024-01-15,21,A-B,25.92,6.9
2024-05-02,9,A-B,18.67,3.0
2024-10-13,8,A-C,26.4,-1.8
2024-11-25,15,C-D,25.7,-5
2024-09-29,18,C-D,50.94,-1.0
2024-01-21,10,C-D,29.58,5.2
2024-01-18,23,A-D,91.7,-3.6
2024-07-20,22,B-D,20.46,-1.3
2024-02-21,20,A-B,16.91,5.0
2024-11-01,20,A-B,15.57,-5
2024-07-28,15,A-B,21.27,4.4
2024-10-05,14,A-B,94.95,0.5
2024-10-10,5,A-C,27.4,-0.7
2024-02-06,10,A-D,70.89,15.1
2024-01-11,23,A-C,28.91,-0.7
2024-03-12,22,A-C,20.88,5.8
2024-10-31,21,C-D,74.29,4.0
2024-01-03,23,B-C,53.0,7.5
2024-05-13,21,B-C,20.2,5.8
2024-11-11,21,C-D,39.01,-5
2024-02-24,4,A-D,16.11,1.4
2024-12-06,9,C-D,54.26,-5
2024-03-23,10,A-C,50.43,12.5
2024-05-29,18,B-D,91.54,11.1
2024-11-20,8,A-C,50.05,-5
2024-04-14,20,A-B,35.13,8.7
2024-07-02,20,A-B,12.12,3.4
2024-06-25,2,A-D,20.65,-3.8
2024-06-17,1,A-C,25.57,-1.2
2024-01-20,5,A-C,52.62,-5
2024-05-16,1,B-D,27.51,5.4
2024-08-02,5,A-C,52.69,-1.2
2024-10-19,23,B-C,16.64,-3.6
2024-06-02,15,C-D,37.65,-5
2024-06-10,19,C-D,54.23,3.9
2024-08-22,4,B-D,22.69,0.7
2024-02-19,22,B-D,51.52,-4.8
2024-03-29,7,A-D,14.1,21.0
2024-07-26,4,A-D,93.9,7.6
2024-10-21,16,B-D,91.01,-5
2024-09-01,1,B-C,26.0,-5
2024-06-04,3,A-B,90.85,1.1
2024-02-17,22,A-B,54.14,5.9
2024-06-17,18,A-D,74.91,5.9
2024-08-18,1,A-C,94.4,-5
2024-12-24,23,A-D,29.33,2.7
2024-01-12,8,B-C,21.09,2.4
2024-01-08,18,A-C,35.91,5.6
2024-07-04,9,A-C,21.85,0.9
2024-03-11,10,C-D,26.42,12.1
2024-10-19,8,A-D,91.13,0.3
2024-07-23,14,B-C,20.74,2.3
2024-01-16,20,A-D,73.19,-1.8
2024-09-29,14,B-D,25.83,-5
2024-10-12,12,B-D,90.01,-5
2024-01-05,7,B-D,25.16,3.2
2024-11-25,12,B-D,16.31,2.1
2024-08-11,16,B-D,71.29,4.5
2024-11-21,18,A-D,50.44,-5
2024-12-04,1,B-C,91.49,-0.8
2024-06-14,2,B-D,20.07,6.1
2024-03-26,7,A-C,26.51,9.7
2024-08-01,17,B-D,92.3,4.2
2024-09-17,3,A-B,37.41,-5
2024-08-12,20,B-D,37.99,3.7
2024-07-05,10,B-C,20.26,-1.1
2024-12-15,17,B-C,38.91,-1.9
2024-11-29,22,A-B,50.38,-5
2024-06-13,13,B-C,91.36,-5
2024-02-14,4,A-C,14.64,8.5
2024-10-16,12,A-B,39.33,-1.8
2024-10-05,10,A-D,50.14,-5
2024-06-23,22,A-D,38.97,10.5
2024-09-28,21,B-C,18.82,0.5
2024-11-23,11,A-C,22.98,-5
2024-04-03,22,A-D,54.64,7.1
2024-04-14,7,C-D,21.17,11.6
2024-01-19,7,B-D,70.78,18.5
2024-09-02,8,B-D,36.09,-5
2024-08-31,0,A-C,71.29,-2.6
2024-06-07,15,A-C,93.07,1.1
2024-08-06,18,B-C,50.27,4.0
2024-03-21,5,A-C,51.04,6.5
2024-11-11,5,A-C,14.55,-3.6
2024-12-20,15,A-D,72.92,-2.1
2024-05-18,1,A-C,71.81,10.7
2024-12-29,9,B-C,12.99,-3.9
2024-04-29,1,B-D,18.89,4.4
